accession,entry_type,database,primary_id,secondary_id,isoform
X1WDZ5,TrEMBL,ZFIN,ZDB-GENE-121205-3,mrtfaa,
X1WDZ6,TrEMBL,Ensembl,ENSDART00000154038.3,ENSDARP00000128447.1,
X1WDZ6,TrEMBL,ZFIN,ZDB-GENE-090601-5,syt7a,
X1WDZ8,TrEMBL,Ensembl,ENSDART00000154953.3,ENSDARP00000128449.1,
X1WDZ8,TrEMBL,ZFIN,ZDB-GENE-110203-1,glt1d1,
X1WE00,TrEMBL,Ensembl,ENSDART00000157162.2,ENSDARP00000128451.1,
X1WE00,TrEMBL,ZFIN,ZDB-GENE-131126-19,znf1013,
X1WE03,TrEMBL,Ensembl,ENSDART00000157174.2,ENSDARP00000128454.1,
X1WE03,TrEMBL,ZFIN,ZDB-GENE-131125-78,pimr11,
X1WE06,TrEMBL,Ensembl,ENSDART00000154946.2,ENSDARP00000128457.1,
X1WE06,TrEMBL,ZFIN,ZDB-GENE-131127-148,si:zfos-1714f5.3,
X1WE07,TrEMBL,Ensembl,ENSDART00000157317.3,ENSDARP00000128458.1,
X1WE07,TrEMBL,ZFIN,ZDB-GENE-031118-62,gtpbp6,
X1WE09,TrEMBL,Ensembl,ENSDART00000155274.3,ENSDARP00000128460.1,
X1WE09,TrEMBL,Ensembl,ENSDART00000157936.2,ENSDARP00000141183.2,
X1WE09,TrEMBL,ZFIN,ZDB-GENE-131122-52,si:dkey-23k10.2,
X1WE16,TrEMBL,Ensembl,ENSDART00000155285.2,ENSDARP00000128467.1,
X1WE16,TrEMBL,ZFIN,ZDB-GENE-131127-60,si:dkey-77f5.14,
X1WE17,TrEMBL,Ensembl,ENSDART00000156466.2,ENSDARP00000128468.1,
X1WE17,TrEMBL,ZFIN,ZDB-GENE-131121-545,fxyd5,
X1WE21,TrEMBL,Ensembl,ENSDART00000154971.2,ENSDARP00000128472.1,
X1WE21,TrEMBL,ZFIN,ZDB-GENE-131125-31,ftr91,
X1WE23,TrEMBL,Ensembl,ENSDART00000155079.2,ENSDARP00000128474.1,
X1WE23,TrEMBL,ZFIN,ZDB-GENE-030131-3092,si:dkey-195m11.8,
X1WE24,TrEMBL,Ensembl,ENSDART00000156125.2,ENSDARP00000128475.1,
X1WE24,TrEMBL,Ensembl,ENSDART00000177269.2,ENSDARP00000143776.2,
X1WE24,TrEMBL,ZFIN,ZDB-GENE-131121-273,si:ch211-162k9.6,
X1WE28,TrEMBL,Ensembl,ENSDART00000156522.2,ENSDARP00000128479.1,
X1WE28,TrEMBL,ZFIN,ZDB-GENE-040426-2441,cant1a,
X1WE29,TrEMBL,Ensembl,ENSDART00000157005.3,ENSDARP00000128480.1,
X1WE29,TrEMBL,ZFIN,ZDB-GENE-030131-4907,nf1a,
X1WE31,TrEMBL,Ensembl,ENSDART00000162597.2,ENSDARP00000138720.1,
X1WE31,TrEMBL,ZFIN,ZDB-GENE-090821-3,grm1b,
X1WE32,TrEMBL,Ensembl,ENSDART00000156749.2,ENSDARP00000128483.1,
X1WE32,TrEMBL,RefSeq,XP_009298156.1,XM_009299881.2,
X1WE32,TrEMBL,RefSeq,XP_009298157.1,XM_009299882.2,
X1WE32,TrEMBL,RefSeq,XP_009298158.1,XM_009299883.2,
X1WE32,TrEMBL,ZFIN,ZDB-GENE-131125-101,si:dkey-111k8.5,
X1WE35,TrEMBL,Ensembl,ENSDART00000155445.3,ENSDARP00000128486.1,
X1WE35,TrEMBL,ZFIN,ZDB-GENE-030131-8466,si:dkey-7j14.6,
X1WE39,TrEMBL,Ensembl,ENSDART00000154464.2,ENSDARP00000128490.1,
X1WE39,TrEMBL,ZFIN,ZDB-GENE-030131-5048,si:ch73-206p6.1,
X1WE41,TrEMBL,Ensembl,ENSDART00000154230.3,ENSDARP00000128492.1,
X1WE41,TrEMBL,ZFIN,ZDB-GENE-131122-80,ftr90,
X1WE42,TrEMBL,Ensembl,ENSDART00000155857.3,ENSDARP00000128493.1,
X1WE42,TrEMBL,ZFIN,ZDB-GENE-030827-2,nid2a,
X1WE43,TrEMBL,Ensembl,ENSDART00000155065.3,ENSDARP00000128494.1,
X1WE43,TrEMBL,ZFIN,ZDB-GENE-090819-1,plekhg2,
X1WE48,TrEMBL,Ensembl,ENSDART00000153868.2,ENSDARP00000128499.1,
X1WE48,TrEMBL,ZFIN,ZDB-GENE-131121-199,ccdc36,
X1WE50,TrEMBL,Ensembl,ENSDART00000153547.2,ENSDARP00000128501.1,
X1WE50,TrEMBL,ZFIN,ZDB-GENE-110317-2,ip6k1,
X1WE51,TrEMBL,Ensembl,ENSDART00000156421.3,ENSDARP00000128502.1,
X1WE51,TrEMBL,ZFIN,ZDB-GENE-080424-6,myo9ab,
X1WE53,TrEMBL,Ensembl,ENSDART00000155508.3,ENSDARP00000128504.1,
X1WE53,TrEMBL,ZFIN,ZDB-GENE-090313-121,si:ch211-66i15.4,
X1WE58,TrEMBL,Ensembl,ENSDART00000157095.2,ENSDARP00000128509.1,
X1WE58,TrEMBL,RefSeq,XP_009291586.1,XM_009293311.2,
X1WE58,TrEMBL,ZFIN,ZDB-GENE-131120-104,si:ch211-235i11.5,
X1WE59,TrEMBL,Ensembl,ENSDART00000155758.2,ENSDARP00000128510.1,
X1WE59,TrEMBL,ZFIN,ZDB-GENE-130530-602,trpc2a,
X1WE60,TrEMBL,Ensembl,ENSDART00000155616.2,ENSDARP00000128511.1,
X1WE60,TrEMBL,ZFIN,ZDB-GENE-131121-492,ccser2a,
X1WE64,TrEMBL,Ensembl,ENSDART00000139722.2,ENSDARP00000128515.1,
X1WE64,TrEMBL,ZFIN,ZDB-GENE-030131-9438,dmtn,
X1WE67,TrEMBL,Ensembl,ENSDART00000154402.2,ENSDARP00000128518.1,
X1WE67,TrEMBL,ZFIN,ZDB-GENE-131122-64,si:ch211-40k21.9,
X1WE69,TrEMBL,Ensembl,ENSDART00000156523.3,ENSDARP00000128520.1,
X1WE69,TrEMBL,ZFIN,ZDB-GENE-081104-292,yeats2,
X1WE71,TrEMBL,Ensembl,ENSDART00000155147.2,ENSDARP00000128522.1,
X1WE71,TrEMBL,ZFIN,ZDB-GENE-980526-35,tfa,
X1WE72,TrEMBL,Ensembl,ENSDART00000155984.2,ENSDARP00000128523.1,
X1WE72,TrEMBL,ZFIN,ZDB-GENE-131121-594,si:ch73-265h17.4,
X1WE73,TrEMBL,Ensembl,ENSDART00000155905.2,ENSDARP00000128524.1,
X1WE73,TrEMBL,ZFIN,ZDB-GENE-040704-11,nr4a1,
X1WE74,TrEMBL,Ensembl,ENSDART00000156927.2,ENSDARP00000128525.1,
X1WE74,TrEMBL,ZFIN,ZDB-GENE-131121-624,si:ch211-189e2.2,
X1WE76,TrEMBL,Ensembl,ENSDART00000155006.2,ENSDARP00000128319.1,
X1WE76,TrEMBL,Ensembl,ENSDART00000155836.3,ENSDARP00000128527.1,
X1WE76,TrEMBL,ZFIN,ZDB-GENE-131121-380,si:ch211-226h8.15,
X1WE77,TrEMBL,Ensembl,ENSDART00000154226.3,ENSDARP00000128528.1,
X1WE77,TrEMBL,ZFIN,ZDB-GENE-081027-2,maptb,
X1WE79,TrEMBL,Ensembl,ENSDART00000154826.3,ENSDARP00000127518.1,
X1WE79,TrEMBL,Ensembl,ENSDART00000156396.3,ENSDARP00000128530.1,
X1WE79,TrEMBL,Ensembl,ENSDART00000156719.3,ENSDARP00000129037.1,
X1WE79,TrEMBL,ZFIN,ZDB-GENE-060331-97,mycbp,
X1WE80,TrEMBL,Ensembl,ENSDART00000153945.3,ENSDARP00000128531.1,
X1WE80,TrEMBL,ZFIN,ZDB-GENE-131121-547,si:dkeyp-71f10.5,
X1WE85,TrEMBL,Ensembl,ENSDART00000156472.3,ENSDARP00000128536.1,
X1WE85,TrEMBL,ZFIN,ZDB-GENE-130530-731,b4galnt2.2,
X1WE86,TrEMBL,Ensembl,ENSDART00000155969.2,ENSDARP00000128537.1,
X1WE86,TrEMBL,ZFIN,ZDB-GENE-071212-3,flii,
X1WE89,TrEMBL,Ensembl,ENSDART00000154544.2,ENSDARP00000128540.1,
X1WE89,TrEMBL,ZFIN,ZDB-GENE-060422-1,numb,
X1WE90,TrEMBL,Ensembl,ENSDART00000155439.2,ENSDARP00000128541.1,
X1WE90,TrEMBL,ZFIN,ZDB-GENE-050626-91,dusp12,
X1WE93,TrEMBL,Ensembl,ENSDART00000153815.2,ENSDARP00000128544.1,
X1WE93,TrEMBL,ZFIN,ZDB-GENE-010406-2,meis3,
X1WE94,TrEMBL,Ensembl,ENSDART00000155302.2,ENSDARP00000128545.1,
X1WE94,TrEMBL,ZFIN,ZDB-GENE-070112-996,drd4a,
X1WE95,TrEMBL,Ensembl,ENSDART00000153586.2,ENSDARP00000128546.1,
X1WE95,TrEMBL,ZFIN,ZDB-GENE-021226-2,lamb4,
X1WE99,TrEMBL,Ensembl,ENSDART00000157119.2,ENSDARP00000128550.1,
X1WE99,TrEMBL,ZFIN,ZDB-GENE-041010-149,chchd4b,
X1WEA1,TrEMBL,Ensembl,ENSDART00000156337.2,ENSDARP00000128552.1,
X1WEA1,TrEMBL,ZFIN,ZDB-GENE-131121-501,si:ch211-107e6.6,
X1WEA2,TrEMBL,Ensembl,ENSDART00000154140.3,ENSDARP00000128553.1,
X1WEA2,TrEMBL,Ensembl,ENSDART00000154934.3,ENSDARP00000128665.1,
X1WEA2,TrEMBL,RefSeq,XP_003201245.1,XM_003201197.3,
X1WEA2,TrEMBL,RefSeq,XP_005162158.1,XM_005162101.2,
X1WEA2,TrEMBL,ZFIN,ZDB-GENE-131121-522,si:ch73-390p7.2,
X1WEA6,TrEMBL,Ensembl,ENSDART00000154056.3,ENSDARP00000128557.1,
X1WEA6,TrEMBL,ZFIN,ZDB-GENE-131121-579,si:rp71-84d9.1,
X1WEA7,TrEMBL,Ensembl,ENSDART00000155265.3,ENSDARP00000128558.1,
X1WEA7,TrEMBL,ZFIN,ZDB-GENE-131119-90,lgals9l6,
X1WEB2,TrEMBL,Ensembl,ENSDART00000153616.2,ENSDARP00000128563.1,
X1WEB2,TrEMBL,ZFIN,ZDB-GENE-060620-1,pus7,
X1WEB3,TrEMBL,Ensembl,ENSDART00000155821.3,ENSDARP00000128564.1,
X1WEB3,TrEMBL,ZFIN,ZDB-GENE-130530-783,kcnt2,
X1WEB5,TrEMBL,Ensembl,ENSDART00000156854.2,ENSDARP00000128566.1,
X1WEB5,TrEMBL,ZFIN,ZDB-GENE-131127-420,si:dkey-276j7.2,
X1WEB8,TrEMBL,Ensembl,ENSDART00000154841.3,ENSDARP00000128569.1,
X1WEB8,TrEMBL,ZFIN,ZDB-GENE-030131-9396,synrg,
X1WEC1,TrEMBL,Ensembl,ENSDART00000156431.2,ENSDARP00000128572.1,
X1WEC1,TrEMBL,ZFIN,ZDB-GENE-120222-1,pfkfb2b,
X1WEC3,TrEMBL,Ensembl,ENSDART00000155981.2,ENSDARP00000128574.1,
X1WEC3,TrEMBL,ZFIN,ZDB-GENE-050227-15,dph6,
X1WEC6,TrEMBL,Ensembl,ENSDART00000155455.2,ENSDARP00000128577.1,
X1WEC6,TrEMBL,ZFIN,ZDB-GENE-131127-387,si:ch211-191c10.1,
X1WEC9,TrEMBL,Ensembl,ENSDART00000153665.2,ENSDARP00000128580.1,
X1WEC9,TrEMBL,ZFIN,ZDB-GENE-131121-262,si:dkey-1m11.6,
X1WED3,TrEMBL,Ensembl,ENSDART00000155932.2,ENSDARP00000128584.1,
X1WED3,TrEMBL,ZFIN,ZDB-GENE-131122-104,si:dkey-111k8.2,
X1WED4,TrEMBL,Ensembl,ENSDART00000157129.3,ENSDARP00000128585.1,
X1WED4,TrEMBL,ZFIN,ZDB-GENE-120927-3,slc12a5a,
X1WED5,TrEMBL,Ensembl,ENSDART00000157378.2,ENSDARP00000128586.1,
X1WED5,TrEMBL,ZFIN,ZDB-GENE-121219-3,hdac5,
X1WED9,TrEMBL,Ensembl,ENSDART00000154861.2,ENSDARP00000128590.1,
X1WED9,TrEMBL,ZFIN,ZDB-GENE-131127-21,si:dkey-7i4.14,
X1WEE2,TrEMBL,Ensembl,ENSDART00000156367.3,ENSDARP00000128593.1,
X1WEE2,TrEMBL,ZFIN,ZDB-GENE-131120-160,si:dkey-5i16.5,
X1WEE7,TrEMBL,Ensembl,ENSDART00000154385.2,ENSDARP00000128598.1,
X1WEE7,TrEMBL,ZFIN,ZDB-GENE-050411-25,nhsl1a,
X1WEF0,TrEMBL,Ensembl,ENSDART00000154327.3,ENSDARP00000128601.1,
X1WEF0,TrEMBL,ZFIN,ZDB-GENE-090831-4,cngb1b,
X1WEF5,TrEMBL,Ensembl,ENSDART00000154365.2,ENSDARP00000128606.2,
X1WEF5,TrEMBL,ZFIN,ZDB-GENE-110920-5,trim35-13,
X1WEF6,TrEMBL,Ensembl,ENSDART00000154105.3,ENSDARP00000128607.3,
X1WEF6,TrEMBL,ZFIN,ZDB-GENE-091204-212,si:ch211-247j9.1,
X1WEF8,TrEMBL,Ensembl,ENSDART00000154753.2,ENSDARP00000128609.1,
X1WEF8,TrEMBL,ZFIN,ZDB-GENE-040718-320,pmepa1,
X1WEF9,TrEMBL,Ensembl,ENSDART00000153774.2,ENSDARP00000128610.1,
X1WEF9,TrEMBL,ZFIN,ZDB-GENE-050522-431,ern1,
X1WEG1,TrEMBL,Ensembl,ENSDART00000156803.2,ENSDARP00000128612.1,
X1WEG1,TrEMBL,ZFIN,ZDB-GENE-120927-1,mcm8,
X1WEG2,TrEMBL,Ensembl,ENSDART00000154281.2,ENSDARP00000128613.1,
X1WEG2,TrEMBL,ZFIN,ZDB-GENE-040930-1,ptp4a2a,
X1WEG7,TrEMBL,Ensembl,ENSDART00000169514.2,ENSDARP00000130852.1,
X1WEG7,TrEMBL,ZFIN,ZDB-GENE-040525-3,cacna1db,
X1WEG9,TrEMBL,Ensembl,ENSDART00000155664.2,ENSDARP00000128620.1,
X1WEG9,TrEMBL,ZFIN,ZDB-GENE-030131-2696,bin3,
X1WEH0,TrEMBL,Ensembl,ENSDART00000153805.2,ENSDARP00000128621.1,
X1WEH0,TrEMBL,ZFIN,ZDB-GENE-051113-196,dzip1l,
X1WEH1,TrEMBL,Ensembl,ENSDART00000155349.3,ENSDARP00000128622.2,
X1WEH1,TrEMBL,ZFIN,ZDB-GENE-070705-553,pnpla8,
X1WEH2,TrEMBL,Ensembl,ENSDART00000155438.2,ENSDARP00000128623.1,
X1WEH2,TrEMBL,ZFIN,ZDB-GENE-070209-1,cbfa2t2,
X1WEH7,TrEMBL,Ensembl,ENSDART00000155204.2,ENSDARP00000128628.1,
X1WEH7,TrEMBL,ZFIN,ZDB-GENE-131125-84,pimr6,
X1WEH9,TrEMBL,Ensembl,ENSDART00000154871.2,ENSDARP00000128630.1,
X1WEH9,TrEMBL,ZFIN,ZDB-GENE-131121-177,si:ch211-15d5.11,
X1WEI0,TrEMBL,Ensembl,ENSDART00000154310.2,ENSDARP00000128631.1,
X1WEI0,TrEMBL,ZFIN,ZDB-GENE-131127-492,si:ch211-191c10.3,
X1WEI6,TrEMBL,Ensembl,ENSDART00000155585.2,ENSDARP00000128637.1,
X1WEI6,TrEMBL,ZFIN,ZDB-GENE-090508-15,ftr76,
X1WEI7,TrEMBL,Ensembl,ENSDART00000154408.2,ENSDARP00000128638.1,
X1WEI7,TrEMBL,ZFIN,ZDB-GENE-050104-2,otop2,
X1WEI8,TrEMBL,Ensembl,ENSDART00000156309.3,ENSDARP00000128639.1,
X1WEI8,TrEMBL,ZFIN,ZDB-GENE-040426-1636,hook2,
X1WEI9,TrEMBL,Ensembl,ENSDART00000154055.2,ENSDARP00000128640.1,
X1WEI9,TrEMBL,ZFIN,ZDB-GENE-131125-19,znf1028,
X1WEJ0,TrEMBL,Ensembl,ENSDART00000153947.2,ENSDARP00000128641.1,
X1WEJ0,TrEMBL,ZFIN,ZDB-GENE-131126-41,si:dkey-238d18.12,
X1WEJ1,TrEMBL,Ensembl,ENSDART00000155312.2,ENSDARP00000128642.1,
X1WEJ1,TrEMBL,ZFIN,ZDB-GENE-091217-1,smc1b,
X1WEJ2,TrEMBL,Ensembl,ENSDART00000155093.2,ENSDARP00000128643.1,
X1WEJ2,TrEMBL,ZFIN,ZDB-GENE-101001-5,tns2b,
X1WEJ4,TrEMBL,Ensembl,ENSDART00000153682.3,ENSDARP00000128645.1,
X1WEJ4,TrEMBL,ZFIN,ZDB-GENE-131121-368,si:ch211-40k21.5,
X1WEJ7,TrEMBL,Ensembl,ENSDART00000157207.2,ENSDARP00000128648.1,
X1WEJ7,TrEMBL,ZFIN,ZDB-GENE-131127-9,si:ch211-210b2.1,
X1WEJ8,TrEMBL,Ensembl,ENSDART00000156141.2,ENSDARP00000128649.1,
X1WEJ8,TrEMBL,ZFIN,ZDB-GENE-120426-2,st6gal2b,
X1WEJ9,TrEMBL,Ensembl,ENSDART00000156124.2,ENSDARP00000128650.1,
X1WEJ9,TrEMBL,ZFIN,ZDB-GENE-131127-499,si:ch211-105j21.9,
X1WEK1,TrEMBL,Ensembl,ENSDART00000156132.3,ENSDARP00000128652.3,
X1WEK1,TrEMBL,ZFIN,ZDB-GENE-100921-33,si:dkey-250k15.7,
X1WEK3,TrEMBL,Ensembl,ENSDART00000153854.3,ENSDARP00000128654.2,
X1WEK3,TrEMBL,ZFIN,ZDB-GENE-131120-84,wwp1,
X1WEK4,TrEMBL,Ensembl,ENSDART00000156566.3,ENSDARP00000128655.1,
X1WEK4,TrEMBL,ZFIN,ZDB-GENE-110603-4,maza,
X1WEK5,TrEMBL,Ensembl,ENSDART00000154418.3,ENSDARP00000128656.1,
X1WEK5,TrEMBL,ZFIN,ZDB-GENE-030131-9531,relb,
X1WEK9,TrEMBL,Ensembl,ENSDART00000154694.3,ENSDARP00000128660.1,
X1WEK9,TrEMBL,ZFIN,ZDB-GENE-130530-1027,kif28,
X1WEL0,TrEMBL,Ensembl,ENSDART00000157374.2,ENSDARP00000128661.1,
X1WEL0,TrEMBL,ZFIN,ZDB-GENE-131118-31,si:dkey-77f5.11,
X1WEL3,TrEMBL,Ensembl,ENSDART00000157214.2,ENSDARP00000128664.1,
X1WEL3,TrEMBL,ZFIN,ZDB-GENE-131122-92,si:dkey-7j22.2,
X1WEL5,TrEMBL,Ensembl,ENSDART00000156701.3,ENSDARP00000128666.2,
X1WEL5,TrEMBL,ZFIN,ZDB-GENE-090313-341,ubr4,
X1WEL7,TrEMBL,Ensembl,ENSDART00000157333.2,ENSDARP00000128668.1,
X1WEL7,TrEMBL,ZFIN,ZDB-GENE-131127-253,si:dkey-79d12.6,
X1WEL8,TrEMBL,Ensembl,ENSDART00000156355.2,ENSDARP00000128669.1,
X1WEL8,TrEMBL,ZFIN,ZDB-GENE-050616-9,gjd5,
X1WEL8,TrEMBL,ZFIN,ZDB-GENE-131127-278,si:ch211-244e12.7,
X1WEM1,TrEMBL,Ensembl,ENSDART00000156775.2,ENSDARP00000128672.1,
X1WEM1,TrEMBL,ZFIN,ZDB-GENE-031118-30,rab5c,
X1WEM6,TrEMBL,Ensembl,ENSDART00000155719.3,ENSDARP00000128677.1,
X1WEM6,TrEMBL,ZFIN,ZDB-GENE-060503-104,c2cd3,
X1WEM7,TrEMBL,Ensembl,ENSDART00000170959.2,ENSDARP00000140945.1,
X1WEM7,TrEMBL,RefSeq,XP_017210874.1,XM_017355385.1,
X1WEM7,TrEMBL,ZFIN,ZDB-GENE-131118-13,si:ch211-108c17.2,
X1WEM8,TrEMBL,Ensembl,ENSDART00000156445.4,ENSDARP00000128679.2,
X1WEM8,TrEMBL,ZFIN,ZDB-GENE-100603-2,mmp20a,
X1WEM9,TrEMBL,Ensembl,ENSDART00000156692.3,ENSDARP00000128680.1,
X1WEM9,TrEMBL,ZFIN,ZDB-GENE-040426-1,arfgap3,
X1WEN2,TrEMBL,Ensembl,ENSDART00000155770.3,ENSDARP00000128683.1,
X1WEN2,TrEMBL,ZFIN,ZDB-GENE-040625-46,acte1,
X1WEN3,TrEMBL,Ensembl,ENSDART00000155090.3,ENSDARP00000128684.2,
X1WEN3,TrEMBL,ZFIN,ZDB-GENE-130530-819,tanc1a,
X1WEN5,TrEMBL,Ensembl,ENSDART00000154529.3,ENSDARP00000128686.1,
X1WEN5,TrEMBL,ZFIN,ZDB-GENE-061201-8,sh3glb2a,
X1WEN9,TrEMBL,Ensembl,ENSDART00000156434.3,ENSDARP00000128690.1,
X1WEN9,TrEMBL,ZFIN,ZDB-GENE-080204-30,scly,
X1WEP5,TrEMBL,Ensembl,ENSDART00000157262.2,ENSDARP00000128696.1,
X1WEP5,TrEMBL,ZFIN,ZDB-GENE-131122-75,pimr137,
X1WEQ0,TrEMBL,Ensembl,ENSDART00000154754.2,ENSDARP00000128701.1,
X1WEQ0,TrEMBL,ZFIN,ZDB-GENE-070821-1,grik1b,
X1WEQ1,TrEMBL,Ensembl,ENSDART00000155451.2,ENSDARP00000128702.1,
X1WEQ1,TrEMBL,ZFIN,ZDB-GENE-131127-563,si:ch211-241f5.3,
X1WEQ3,TrEMBL,Ensembl,ENSDART00000155162.2,ENSDARP00000128704.1,
X1WEQ3,TrEMBL,ZFIN,ZDB-GENE-130530-570,nek10,
X1WEQ7,TrEMBL,Ensembl,ENSDART00000153639.2,ENSDARP00000128708.1,
X1WEQ7,TrEMBL,ZFIN,ZDB-GENE-030131-3251,ppp6r3,
X1WEQ8,TrEMBL,Ensembl,ENSDART00000155354.2,ENSDARP00000128709.1,
X1WEQ8,TrEMBL,RefSeq,XP_009296242.1,XM_009297967.1,
X1WEQ8,TrEMBL,ZFIN,ZDB-GENE-131127-100,si:dkeyp-93a5.3,
X1WEQ9,TrEMBL,Ensembl,ENSDART00000153561.2,ENSDARP00000128710.1,
X1WEQ9,TrEMBL,ZFIN,ZDB-GENE-131121-409,si:ch73-306e8.2,
X1WER0,TrEMBL,Ensembl,ENSDART00000156116.2,ENSDARP00000128711.1,
X1WER0,TrEMBL,ZFIN,ZDB-GENE-030131-8204,qrich1,
X1WER6,TrEMBL,Ensembl,ENSDART00000153927.3,ENSDARP00000128717.3,
X1WER6,TrEMBL,ZFIN,ZDB-GENE-130531-47,plbd1b,
X1WER7,TrEMBL,Ensembl,ENSDART00000167843.2,ENSDARP00000135414.1,
X1WER7,TrEMBL,ZFIN,ZDB-GENE-030131-3022,rbm5,
X1WES0,TrEMBL,Ensembl,ENSDART00000156797.2,ENSDARP00000128721.1,
X1WES0,TrEMBL,ZFIN,ZDB-GENE-030131-3251,ppp6r3,
X1WES2,TrEMBL,Ensembl,ENSDART00000155092.3,ENSDARP00000128723.1,
X1WES2,TrEMBL,ZFIN,ZDB-GENE-061201-8,sh3glb2a,
X1WES7,TrEMBL,Ensembl,ENSDART00000155894.2,ENSDARP00000128728.1,
X1WES7,TrEMBL,ZFIN,ZDB-GENE-121019-1,arhgap23a,
X1WES8,TrEMBL,Ensembl,ENSDART00000155106.2,ENSDARP00000128729.1,
X1WET0,TrEMBL,Ensembl,ENSDART00000155879.2,ENSDARP00000128731.1,
X1WET0,TrEMBL,ZFIN,ZDB-GENE-131127-531,si:ch211-66h3.4,
X1WET1,TrEMBL,Ensembl,ENSDART00000154042.3,ENSDARP00000128732.1,
X1WET1,TrEMBL,ZFIN,ZDB-GENE-030131-9396,synrg,
X1WET2,TrEMBL,Ensembl,ENSDART00000157243.3,ENSDARP00000128733.1,
X1WET2,TrEMBL,ZFIN,ZDB-GENE-090406-1,ptprz1a,
X1WET6,TrEMBL,Ensembl,ENSDART00000154505.4,ENSDARP00000128737.2,
X1WET6,TrEMBL,ZFIN,ZDB-GENE-050419-192,itpr2,
X1WET7,TrEMBL,Ensembl,ENSDART00000156387.3,ENSDARP00000128738.1,
X1WET7,TrEMBL,ZFIN,ZDB-GENE-090313-121,si:ch211-66i15.4,
X1WET8,TrEMBL,Ensembl,ENSDART00000155531.2,ENSDARP00000128739.1,
X1WET8,TrEMBL,ZFIN,ZDB-GENE-131125-63,pimr176,
X1WEU5,TrEMBL,Ensembl,ENSDART00000157128.2,ENSDARP00000128746.1,
X1WEU5,TrEMBL,ZFIN,ZDB-GENE-080401-5,adck1,
X1WEU8,TrEMBL,Ensembl,ENSDART00000153601.2,ENSDARP00000128749.1,
X1WEU8,TrEMBL,ZFIN,ZDB-GENE-040426-2891,chia.3,
X1WEU9,TrEMBL,Ensembl,ENSDART00000154430.3,ENSDARP00000128750.1,
X1WEU9,TrEMBL,ZFIN,ZDB-GENE-131120-48,pimr23,
X1WEV0,TrEMBL,Ensembl,ENSDART00000154391.2,ENSDARP00000128751.1,
X1WEV0,TrEMBL,ZFIN,ZDB-GENE-121105-12,arhgap33,
X1WEV2,TrEMBL,Ensembl,ENSDART00000156686.2,ENSDARP00000128753.1,
X1WEV2,TrEMBL,ZFIN,ZDB-GENE-030131-1394,pask,
X1WEV3,TrEMBL,Ensembl,ENSDART00000156228.3,ENSDARP00000128754.1,
X1WEV3,TrEMBL,ZFIN,ZDB-GENE-131121-384,atf7ip2,
X1WEV6,TrEMBL,Ensembl,ENSDART00000154347.2,ENSDARP00000128758.1,
X1WEV6,TrEMBL,ZFIN,ZDB-GENE-131121-633,si:dkey-197j19.5,
X1WEW0,TrEMBL,Ensembl,ENSDART00000153885.2,ENSDARP00000128762.1,
X1WEW0,TrEMBL,ZFIN,ZDB-GENE-131119-62,si:dkey-7j22.1,
X1WEW1,TrEMBL,Ensembl,ENSDART00000156526.3,ENSDARP00000128763.2,
X1WEW1,TrEMBL,ZFIN,ZDB-GENE-131121-204,ap5b1,
X1WEW2,TrEMBL,Ensembl,ENSDART00000154979.3,ENSDARP00000128764.1,
X1WEW2,TrEMBL,ZFIN,ZDB-GENE-090812-1,slc2a13b,
X1WEW3,TrEMBL,Ensembl,ENSDART00000155098.2,ENSDARP00000128765.2,
X1WEW3,TrEMBL,ZFIN,ZDB-GENE-091118-69,gcnt4b.1,
X1WEW4,TrEMBL,Ensembl,ENSDART00000153577.2,ENSDARP00000128766.1,
X1WEW4,TrEMBL,ZFIN,ZDB-GENE-030131-8015,crebzf,
X1WEW5,TrEMBL,Ensembl,ENSDART00000153800.3,ENSDARP00000128767.1,
X1WEW5,TrEMBL,ZFIN,ZDB-GENE-130530-1027,kif28,
X1WEW7,TrEMBL,Ensembl,ENSDART00000154079.3,ENSDARP00000128769.2,
X1WEW7,TrEMBL,ZFIN,ZDB-GENE-060503-214,c1qtnf13,
X1WEW8,TrEMBL,Ensembl,ENSDART00000156920.3,ENSDARP00000128770.1,
X1WEW8,TrEMBL,ZFIN,ZDB-GENE-080212-11,nub1,
X1WEW9,TrEMBL,Ensembl,ENSDART00000154885.2,ENSDARP00000128771.1,
X1WEW9,TrEMBL,ZFIN,ZDB-GENE-131121-196,si:ch211-167j9.4,
X1WEX0,TrEMBL,Ensembl,ENSDART00000155257.2,ENSDARP00000128772.1,
X1WEX0,TrEMBL,ZFIN,ZDB-GENE-131127-43,si:ch211-244k5.1,
X1WEX7,TrEMBL,Ensembl,ENSDART00000138737.3,ENSDARP00000128779.1,
X1WEX7,TrEMBL,ZFIN,ZDB-GENE-050522-538,acot11a,
X1WEX9,TrEMBL,Ensembl,ENSDART00000155177.2,ENSDARP00000128781.1,
X1WEX9,TrEMBL,ZFIN,ZDB-GENE-120411-28,grid1a,
X1WEY0,TrEMBL,Ensembl,ENSDART00000156103.2,ENSDARP00000128782.1,
X1WEY0,TrEMBL,ZFIN,ZDB-GENE-131120-158,znf1057,
X1WEY1,TrEMBL,Ensembl,ENSDART00000153720.3,ENSDARP00000128783.3,
X1WEY1,TrEMBL,ZFIN,ZDB-GENE-041014-320,ccl38.1,
X1WEY5,TrEMBL,Ensembl,ENSDART00000155199.2,ENSDARP00000128787.1,
