accession	db	ensdarg
A0A0G2KFJ3	Ensembl	ENSDARG00000105234.2
A0A0G2KH95	Ensembl	ENSDARG00000103190.2
A0A0G2KKC3	Ensembl	ENSDARG00000101089.2
A0A0G2KPU4	Ensembl	ENSDARG00000076920.4
A0A0G2L1R2	Ensembl	ENSDARG00000099194.3
A0A0G2L845	Ensembl	ENSDARG00000103445.2
F8W2R9	Ensembl	ENSDARG00000040965.10
F8W5N0	Ensembl	ENSDARG00000079187.6
E7EXI7	Ensembl	ENSDARG00000075296.4
E7EYR3	Ensembl	ENSDARG00000086075.4
E7F2A1	Ensembl	ENSDARG00000058448.6
E7F351	Ensembl	ENSDARG00000078399.5
E7F890	Ensembl	ENSDARG00000002231.9
E7FAH2	Ensembl	ENSDARG00000099152.2
F1Q8L8	Ensembl	ENSDARG00000017366.9
F1Q8M8	Ensembl	ENSDARG00000024276.9
F1Q8W7	Ensembl	ENSDARG00000037245.7
F1QA67	Ensembl	ENSDARG00000003607.9
F1QBA4	Ensembl	ENSDARG00000006604.11
F1QGW0	Ensembl	ENSDARG00000058736.8
F1QIH9	Ensembl	ENSDARG00000090768.5
F1QLI6	Ensembl	ENSDARG00000002790.9
F1QP83	Ensembl	ENSDARG00000004636.12
F1QTX4	Ensembl	ENSDARG00000090309.4
F1QX64	Ensembl	ENSDARG00000058835.8
F1QXL3	Ensembl	ENSDARG00000071724.6
F1QZR1	Ensembl	ENSDARG00000078856.5
F1R763	Ensembl	ENSDARG00000062328.8
F1R9P8	Ensembl	ENSDARG00000028581.9
F1RCT3	Ensembl	ENSDARG00000076388.2
F1RDT1	Ensembl	ENSDARG00000004377.11
R4GDU9	Ensembl	ENSDARG00000062309.7
A0A0A0MPL9	Ensembl	ENSDARG00000079907.5
A8DZ63	Ensembl	ENSDARG00000045156.8
E7FF27	Ensembl	ENSDARG00000078056.3
F1Q4S9	Ensembl	ENSDARG00000011819.11
F1Q792	Ensembl	ENSDARG00000078388.4
F1QBS7	Ensembl	ENSDARG00000033170.8
F1QHE9	Ensembl	ENSDARG00000074552.4
F1QME9	Ensembl	ENSDARG00000030583.11
F1QQB8	Ensembl	ENSDARG00000091027.2
F1QUH3	Ensembl	ENSDARG00000063026.8
F1QZ61	Ensembl	ENSDARG00000004525.8
F1R839	Ensembl	ENSDARG00000012946.8
A5WW31	Ensembl	ENSDARG00000071014.8
Q5VSD9	Ensembl	ENSDARG00000021590.9
A0A0R4IJC8	Ensembl	ENSDARG00000099352.2
A0A0R4IMC8	Ensembl	ENSDARG00000103119.2
A0A140LH75	Ensembl	ENSDARG00000014248.12
H0WF42	Ensembl	ENSDARG00000090947.5
F1Q5R4	Ensembl	ENSDARG00000002771.10
F1QME5	Ensembl	ENSDARG00000042285.9
E9QDG3	Ensembl	ENSDARG00000045172.8
F1Q6Z6	Ensembl	ENSDARG00000075923.5
F1QY22	Ensembl	ENSDARG00000070611.4
F1R2I7	Ensembl	ENSDARG00000078772.3
F1R9C2	Ensembl	ENSDARG00000063069.7
F1RB99	Ensembl	ENSDARG00000073959.4
A5PF46	Ensembl	ENSDARG00000012219.11
A5PM71	Ensembl	ENSDARG00000093985.2
A5WWG5	Ensembl	ENSDARG00000059360.7
B0S5P4	Ensembl	ENSDARG00000034555.8
B0V2Z1	Ensembl	ENSDARG00000092035.3
F1R4M9	Ensembl	ENSDARG00000001414.8
Q1LVK4	Ensembl	ENSDARG00000068380.5
A8DZ94	Ensembl	ENSDARG00000027638.10
B0S5M8	Ensembl	ENSDARG00000002582.10
B0V3D5	Ensembl	ENSDARG00000093156.2
B8A4A0	Ensembl	ENSDARG00000094249.2
I3IS76	Ensembl	ENSDARG00000088029.4
A0A0G2KUJ0	Ensembl	ENSDARG00000104674.2
A0A0G2KWI2	Ensembl	ENSDARG00000104905.2
E7F8R5	Ensembl	ENSDARG00000115857.1
R4GEC7	Ensembl	ENSDARG00000089904.3
A0A0H2UK48	Ensembl	ENSDARG00000114379.1
A0A0N4STZ8	Ensembl	ENSDARG00000091869.5
A0A0R4IG49	Ensembl	ENSDARG00000098623.2
A0A0R4IIV3	Ensembl	ENSDARG00000012949.9
A0A0R4ILA2	Ensembl	ENSDARG00000098511.2
A0A0R4IRP5	Ensembl	ENSDARG00000103251.3
F1QYG0	Ensembl	ENSDARG00000078281.3
A0A0R4I9Q0	Ensembl	ENSDARG00000100292.2
A0A0R4IBJ1	Ensembl	ENSDARG00000037593.8
A0A0R4IE30	Ensembl	ENSDARG00000098293.2
A0A0R4IGJ0	Ensembl	ENSDARG00000078497.4
A0A0R4IIS6	Ensembl	ENSDARG00000086906.3
A0A0R4IJ70	Ensembl	ENSDARG00000104199.2
A0A0R4INR9	Ensembl	ENSDARG00000076796.5
A0A0R4IQS8	Ensembl	ENSDARG00000005122.11
A0A0R4IWL7	Ensembl	ENSDARG00000105161.2
A0A0R4IWS2	Ensembl	ENSDARG00000100573.2
A0A0R4IXY2	Ensembl	ENSDARG00000068582.7
A0A0R4IZU5	Ensembl	ENSDARG00000087152.3
A0A0R4INS8	Ensembl	ENSDARG00000093006.4
A0A1D5NS86	Ensembl	ENSDARG00000089961.4
A0A1D5NSW2	Ensembl	ENSDARG00000067794.6
B0V1K1	Ensembl	ENSDARG00000060036.5
E9QJ83	Ensembl	ENSDARG00000087779.5
F6PF44	Ensembl	ENSDARG00000069773.6
E9QCL5	Ensembl	ENSDARG00000026109.9
E9QER4	Ensembl	ENSDARG00000023176.8
E9QG21	Ensembl	ENSDARG00000092044.2
E9QH90	Ensembl	ENSDARG00000070786.7
F1RAR4	Ensembl	ENSDARG00000074560.3
F1QAA9	Ensembl	ENSDARG00000060001.7
F1QK17	Ensembl	ENSDARG00000069361.5
F1QY00	Ensembl	ENSDARG00000052966.7
F1QYW8	Ensembl	ENSDARG00000070560.6
F1QZ62	Ensembl	ENSDARG00000052300.6
A3KQ79	Ensembl	ENSDARG00000092498.2
A5PMH4	Ensembl	ENSDARG00000095415.3
B0QZE8	Ensembl	ENSDARG00000078311.5
B0V0W5	Ensembl	ENSDARG00000019791.9
B0V343	Ensembl	ENSDARG00000000651.9
H0WE87	Ensembl	ENSDARG00000088214.4
R4GE22	Ensembl	ENSDARG00000018854.13
B3DKJ8	Ensembl	ENSDARG00000000241.12
B8A4H1	Ensembl	ENSDARG00000073912.5
F6P3V1	Ensembl	ENSDARG00000022971.10
F6P6X1	Ensembl	ENSDARG00000043680.6
B0V0W6	Ensembl	ENSDARG00000019791.9
A0A2R8PX28	Ensembl	ENSDARG00000115947.1
A0A2R8Q1A3	Ensembl	ENSDARG00000115427.1
A0A2R8Q4V6	Ensembl	ENSDARG00000079608.4
A0A2R8Q5D5	Ensembl	ENSDARG00000116870.1
A0A2R8Q8F9	Ensembl	ENSDARG00000100751.2
A0A2R8Q951	Ensembl	ENSDARG00000094055.3
A0A2R8Q9C0	Ensembl	ENSDARG00000114268.1
A0A2R8QB42	Ensembl	ENSDARG00000113702.1
A0A2R8QDC2	Ensembl	ENSDARG00000116433.1
A0A2R8QF71	Ensembl	ENSDARG00000115103.1
A0A2R8QFD9	Ensembl	ENSDARG00000116700.1
A0A2R8QFJ9	Ensembl	ENSDARG00000055429.6
A0A2R8QI12	Ensembl	ENSDARG00000115776.1
A0A2R8QLL4	Ensembl	ENSDARG00000077906.6
A0A2R8QLM7	Ensembl	ENSDARG00000114874.1
A0A2R8QMJ5	Ensembl	ENSDARG00000116949.1
A0A2R8QMV5	Ensembl	ENSDARG00000116025.1
A0A2R8QNQ4	Ensembl	ENSDARG00000078474.5
A0A2R8QP61	Ensembl	ENSDARG00000011594.10
A0A2R8QP65	Ensembl	ENSDARG00000110641.1
A0A2R8PXU7	Ensembl	ENSDARG00000115416.1
A0A2R8Q281	Ensembl	ENSDARG00000052697.7
A0A2R8Q9A8	Ensembl	ENSDARG00000070203.7
A0A2R8Q9T0	Ensembl	ENSDARG00000078331.5
A0A2R8QCF0	Ensembl	ENSDARG00000001154.10
A0A2R8QEJ8	Ensembl	ENSDARG00000095826.2
A0A2R8QFR6	Ensembl	ENSDARG00000099008.2
A0A2R8QH08	Ensembl	ENSDARG00000053684.8
A0A2R8QIZ4	Ensembl	ENSDARG00000113045.1
A0A2R8QKP9	Ensembl	ENSDARG00000012449.10
A0A2R8QLN1	Ensembl	ENSDARG00000115845.1
A0A2R8QLT2	Ensembl	ENSDARG00000116070.1
A0A2R8QMY0	Ensembl	ENSDARG00000115207.1
A0A2R8QRP7	Ensembl	ENSDARG00000098090.2
A0A2R8RNG4	Ensembl	ENSDARG00000025013.10
A0A2R8RQR2	Ensembl	ENSDARG00000111028.1
A0A2R8RTM6	Ensembl	ENSDARG00000016177.10
A0A2R8RZW7	Ensembl	ENSDARG00000101645.2
A0A2R8S0F3	Ensembl	ENSDARG00000101312.2
A0A0R4IHS5	Ensembl	ENSDARG00000096030.4
F1QEL5	Ensembl	ENSDARG00000074041.7
X1WCP5	Ensembl	ENSDARG00000058127.7
X1WD95	Ensembl	ENSDARG00000045644.7
X1WET6	Ensembl	ENSDARG00000011909.13
X1WHE4	Ensembl	ENSDARG00000074062.4
K7DYD7	Ensembl	ENSDARG00000096481.2
K7DYL2	Ensembl	ENSDARG00000052115.7
A0A0G2KDY1	Ensembl	ENSDARG00000099590.2
Z4YJ80	Ensembl	ENSDARG00000076013.4
F8W4J2	Ensembl	ENSDARG00000059596.8
F8W590	Ensembl	ENSDARG00000005359.9
F8W5I0	Ensembl	ENSDARG00000029051.9
F8W5W3	Ensembl	ENSDARG00000053805.7
E7F2E0	Ensembl	ENSDARG00000077545.5
E7F8M7	Ensembl	ENSDARG00000053774.8
E7FBQ5	Ensembl	ENSDARG00000068590.5
E7FGU7	Ensembl	ENSDARG00000075555.5
F1QAK4	Ensembl	ENSDARG00000076843.4
F1QMU2	Ensembl	ENSDARG00000000189.12
F1R6Q1	Ensembl	ENSDARG00000095001.2
F1RCS0	Ensembl	ENSDARG00000004132.12
A0S5T7	Ensembl	ENSDARG00000038980.7
B0S6V6	Ensembl	ENSDARG00000038524.9
E7F1X4	Ensembl	ENSDARG00000086495.3
E7F368	Ensembl	ENSDARG00000003008.11
E7F9X6	Ensembl	ENSDARG00000059003.6
E7FCT1	Ensembl	ENSDARG00000013968.12
E7FCX5	Ensembl	ENSDARG00000013110.12
E7FF54	Ensembl	ENSDARG00000075229.4
E7FGP3	Ensembl	ENSDARG00000088332.4
F1QMB3	Ensembl	ENSDARG00000070952.8
F1QN07	Ensembl	ENSDARG00000116388.1
F1QVB9	Ensembl	ENSDARG00000014246.10
F1R2K9	Ensembl	ENSDARG00000014017.11
F1R4C2	Ensembl	ENSDARG00000074425.3
F1R6I0	Ensembl	ENSDARG00000026090.9
F1R6T8	Ensembl	ENSDARG00000058563.5
F1R8E8	Ensembl	ENSDARG00000079015.4
F1R8K0	Ensembl	ENSDARG00000071589.7
A2AVJ3	Ensembl	ENSDARG00000054741.4
A2BFC5	Ensembl	ENSDARG00000053091.9
A5PM63	Ensembl	ENSDARG00000052633.8
A8DZ95	Ensembl	ENSDARG00000032083.9
B0S7B7	Ensembl	ENSDARG00000028173.10
B7ZVB7	Ensembl	ENSDARG00000061446.5
B8A5P8	Ensembl	ENSDARG00000052520.8
B8JHV2	Ensembl	ENSDARG00000092262.2
B8JKA0	Ensembl	ENSDARG00000039616.8
E7F0M9	Ensembl	ENSDARG00000077547.6
E7FFH9	Ensembl	ENSDARG00000061039.6
E9QBA2	Ensembl	ENSDARG00000093192.2
F1Q9X6	Ensembl	ENSDARG00000054946.5
F1QST7	Ensembl	ENSDARG00000042147.7
A0A2R8Q4C1	Ensembl	ENSDARG00000113542.1
A0A2R8QC88	Ensembl	ENSDARG00000116070.1
A0A2R8QLP5	Ensembl	ENSDARG00000110697.1
A0A2R8QSB4	Ensembl	ENSDARG00000058903.7
A0A2R8QU34	Ensembl	ENSDARG00000110417.1
A0A2R8QUC3	Ensembl	ENSDARG00000087407.4
A0A2R8PWP8	Ensembl	ENSDARG00000112914.1
A0A2R8PZ63	Ensembl	ENSDARG00000090371.4
A0A2R8PZZ8	Ensembl	ENSDARG00000092979.4
A0A2R8Q1I1	Ensembl	ENSDARG00000098383.2
A0A2R8Q2C0	Ensembl	ENSDARG00000117002.1
A0A2R8Q2E8	Ensembl	ENSDARG00000016181.11
A0A2R8Q472	Ensembl	ENSDARG00000096554.2
A0A2R8Q655	Ensembl	ENSDARG00000078778.5
A0A2R8Q7I5	Ensembl	ENSDARG00000039164.8
A0A2R8Q7W1	Ensembl	ENSDARG00000112790.1
A0A2R8Q9K7	Ensembl	ENSDARG00000105188.3
A0A2R8Q9T2	Ensembl	ENSDARG00000063358.7
A0A2R8QB65	Ensembl	ENSDARG00000116344.1
A0A2R8QBU5	Ensembl	ENSDARG00000052088.6
A0A2R8QGG1	Ensembl	ENSDARG00000114646.1
A0A2R8QGU6	Ensembl	ENSDARG00000102902.3
A0A2R8QHX6	Ensembl	ENSDARG00000112244.1
A0A2R8QI74	Ensembl	ENSDARG00000116821.1
A0A2R8QIC2	Ensembl	ENSDARG00000101421.2
A0A2R8QMJ6	Ensembl	ENSDARG00000089831.5
A0A2R8QML9	Ensembl	ENSDARG00000109820.1
A0A2R8QPS7	Ensembl	ENSDARG00000115238.1
A0A2R8QRH4	Ensembl	ENSDARG00000113308.1
A0A2R8RHF6	Ensembl	ENSDARG00000113128.1
A0A2R8RKM6	Ensembl	ENSDARG00000113609.1
A0A2R8RLP8	Ensembl	ENSDARG00000116262.1
A0A2R8RQT6	Ensembl	ENSDARG00000111348.1
A0A2R8RX09	Ensembl	ENSDARG00000029069.5
R4GE52	Ensembl	ENSDARG00000078912.5
R4GEB6	Ensembl	ENSDARG00000020107.10
R4GEE0	Ensembl	ENSDARG00000003681.10
X1WBD2	Ensembl	ENSDARG00000090871.4
X1WBU3	Ensembl	ENSDARG00000073684.6
X1WCQ0	Ensembl	ENSDARG00000090552.4
X1WD66	Ensembl	ENSDARG00000093111.4
X1WDF6	Ensembl	ENSDARG00000073905.5
X1WDI7	Ensembl	ENSDARG00000097952.2
X1WE59	Ensembl	ENSDARG00000039065.4
X1WEP8	Ensembl	ENSDARG00000089255.4
X1WH22	Ensembl	ENSDARG00000059347.6
X1WH37	Ensembl	ENSDARG00000089458.5
X1WCS8	Ensembl	ENSDARG00000093125.5
F8W4N4	Ensembl	ENSDARG00000095884.3
M9MMA2	Ensembl	ENSDARG00000024775.10
F8W5H6	Ensembl	ENSDARG00000058372.8
Q1LWX4	Ensembl	ENSDARG00000035679.10
F8W340	Ensembl	ENSDARG00000074424.6
F8W4L6	Ensembl	ENSDARG00000045927.5
F8W419	Ensembl	ENSDARG00000061398.7
A0A286Y8C8	Ensembl	ENSDARG00000010085.12
A0A0G2KJS1	Ensembl	ENSDARG00000098365.2
A0A0G2L042	Ensembl	ENSDARG00000102021.2
A0A0G2L648	Ensembl	ENSDARG00000102023.3
A0A0G2L8S2	Ensembl	ENSDARG00000103441.2
A0A0H2UK96	Ensembl	ENSDARG00000104625.2
A0A0R4IVC8	Ensembl	ENSDARG00000099663.2
A0A0R4IVT8	Ensembl	ENSDARG00000104205.2
A0A0J9YIW1	Ensembl	ENSDARG00000036888.9
A0A0J9YIY9	Ensembl	ENSDARG00000051959.6
A0A0R4I9K4	Ensembl	ENSDARG00000103239.2
A0A0R4ICC5	Ensembl	ENSDARG00000029936.8
A0A0R4IGW2	Ensembl	ENSDARG00000040198.9
A0A0R4IHW3	Ensembl	ENSDARG00000102184.4
A0A0R4IKR8	Ensembl	ENSDARG00000102458.2
A0A0R4IMK4	Ensembl	ENSDARG00000099793.2
A0A0R4IUM9	Ensembl	ENSDARG00000076974.5
A0A0R4IXH2	Ensembl	ENSDARG00000074768.4
A0A0R4IXJ3	Ensembl	ENSDARG00000096331.3
A0A0R4IZ59	Ensembl	ENSDARG00000102436.2
A0A140LGS9	Ensembl	ENSDARG00000087277.5
F1R784	Ensembl	ENSDARG00000102638.2
A0A1D5NST4	Ensembl	ENSDARG00000036036.8
A0A1D5NSW4	Ensembl	ENSDARG00000054805.5
E9QB79	Ensembl	ENSDARG00000069160.8
H0WFE1	Ensembl	ENSDARG00000115017.1
H0WFG5	Ensembl	ENSDARG00000109978.1
E9QDP6	Ensembl	ENSDARG00000091947.3
E9QFJ2	Ensembl	ENSDARG00000090118.4
E9QFM5	Ensembl	ENSDARG00000011824.12
E9QGB1	Ensembl	ENSDARG00000058693.6
F1QKA4	Ensembl	ENSDARG00000090824.3
F1QRJ3	Ensembl	ENSDARG00000039863.8
F1QRN2	Ensembl	ENSDARG00000059406.9
F1QRZ5	Ensembl	ENSDARG00000062101.7
F1QXT6	Ensembl	ENSDARG00000116662.1
U3JAR1	Ensembl	ENSDARG00000012234.10
B0V1T0	Ensembl	ENSDARG00000018146.8
B5A4B6	Ensembl	ENSDARG00000068431.6
B8A4V2	Ensembl	ENSDARG00000077383.5
E9QGL2	Ensembl	ENSDARG00000092305.5
F1Q6B7	Ensembl	ENSDARG00000039022.8
F1QC15	Ensembl	ENSDARG00000037870.6
F1QKK5	Ensembl	ENSDARG00000056506.6
F1QXU6	Ensembl	ENSDARG00000054201.11
F1RBS4	Ensembl	ENSDARG00000025043.8
A5PMV5	Ensembl	ENSDARG00000095750.3
B0S6R3	Ensembl	ENSDARG00000075818.6
B8A5C8	Ensembl	ENSDARG00000087333.4
E7EYW9	Ensembl	ENSDARG00000089333.4
F2XG11	Ensembl	ENSDARG00000042630.7
F6PD48	Ensembl	ENSDARG00000014463.9
I3ITE8	Ensembl	ENSDARG00000056509.6
Q5RFY5	Ensembl	ENSDARG00000069213.6
Q5RH21	Ensembl	ENSDARG00000043323.9
Q5RHV5	Ensembl	ENSDARG00000024211.6
E7FCY6	Ensembl	ENSDARG00000071139.8
F6NNV9	Ensembl	ENSDARG00000090344.3
Q1L8M3	Ensembl	ENSDARG00000045854.3
R4GED9	Ensembl	ENSDARG00000062442.8
A0A2U3TVQ8	Ensembl	ENSDARG00000074264.3
F2Z4W3	Ensembl	ENSDARG00000028086.10
A0A0G2KCW6	Ensembl	ENSDARG00000074431.5
A0A0G2KHQ4	Ensembl	ENSDARG00000103752.2
A0A0G2KU78	Ensembl	ENSDARG00000099903.3
A0A0G2L5W1	Ensembl	ENSDARG00000101975.2
A0A0G2L833	Ensembl	ENSDARG00000098507.2
A0A0G2L9C2	Ensembl	ENSDARG00000101785.3
A0A0G2LAJ5	Ensembl	ENSDARG00000104450.2
A0A0H2UJT0	Ensembl	ENSDARG00000104972.2
A0A0R4II19	Ensembl	ENSDARG00000094043.3
A0A0R4IRW8	Ensembl	ENSDARG00000004748.11
A0A0R4IRX9	Ensembl	ENSDARG00000102097.2
A0A0R4IS67	Ensembl	ENSDARG00000098736.3
A0A0R4IT26	Ensembl	ENSDARG00000070734.6
F1QTS3	Ensembl	ENSDARG00000089616.6
A0A0R4ICG3	Ensembl	ENSDARG00000091349.4
A0A0R4IEU1	Ensembl	ENSDARG00000099636.2
A0A0R4ILJ4	Ensembl	ENSDARG00000074285.8
A0A0R4IN03	Ensembl	ENSDARG00000098802.3
A0A0R4IRW6	Ensembl	ENSDARG00000099213.2
A0A0R4IU05	Ensembl	ENSDARG00000102394.3
A0A0R4IXB5	Ensembl	ENSDARG00000071733.5
A0A0R4IXC1	Ensembl	ENSDARG00000103143.2
A0A0R4IZ06	Ensembl	ENSDARG00000101360.2
E7EYI4	Ensembl	ENSDARG00000086272.4
E7F3X7	Ensembl	ENSDARG00000062267.7
E7F6U0	Ensembl	ENSDARG00000088630.3
E7FDT2	Ensembl	ENSDARG00000078127.4
E7FF37	Ensembl	ENSDARG00000075803.5
F1Q721	Ensembl	ENSDARG00000018691.12
F1QBN0	Ensembl	ENSDARG00000019345.10
F1QG49	Ensembl	ENSDARG00000052747.8
F1QN47	Ensembl	ENSDARG00000005128.9
F1QTF5	Ensembl	ENSDARG00000010296.10
F1QVG2	Ensembl	ENSDARG00000019976.10
B0S5S7	Ensembl	ENSDARG00000039458.8
E7EZM3	Ensembl	ENSDARG00000109796.1
E7F0K3	Ensembl	ENSDARG00000076411.4
E7F2U4	Ensembl	ENSDARG00000063385.7
E7F3M0	Ensembl	ENSDARG00000076176.4
E7F6P1	Ensembl	ENSDARG00000074017.4
E7FBR2	Ensembl	ENSDARG00000061940.7
E7FG24	Ensembl	ENSDARG00000062929.7
F1Q9S3	Ensembl	ENSDARG00000008732.8
F1QCL2	Ensembl	ENSDARG00000060372.7
F1R466	Ensembl	ENSDARG00000103156.2
F1R8A2	Ensembl	ENSDARG00000045870.10
F1R8K2	Ensembl	ENSDARG00000023878.8
F1R9P1	Ensembl	ENSDARG00000060564.6
F1RCU6	Ensembl	ENSDARG00000073965.6
A2BFC8	Ensembl	ENSDARG00000026048.6
A3KQU9	Ensembl	ENSDARG00000095420.2
A8HAK6	Ensembl	ENSDARG00000093532.5
B0QZN0	Ensembl	ENSDARG00000055302.7
B3DLG8	Ensembl	ENSDARG00000092883.2
B8A6E8	Ensembl	ENSDARG00000074597.6
B8JIY2	Ensembl	ENSDARG00000024561.10
B8JK90	Ensembl	ENSDARG00000056080.5
E7F1E2	Ensembl	ENSDARG00000087048.3
E7F4M8	Ensembl	ENSDARG00000090002.3
E9QBF3	Ensembl	ENSDARG00000071694.8
F1Q6Y6	Ensembl	ENSDARG00000068640.5
F1QEV2	Ensembl	ENSDARG00000059826.8
F1R0I8	Ensembl	ENSDARG00000045851.10
F1R3D9	Ensembl	ENSDARG00000030687.8
Q5QNM9	Ensembl	ENSDARG00000086412.3
Q5RGI2	Ensembl	ENSDARG00000016010.11
E9QC17	Ensembl	ENSDARG00000004415.12
E9QFB7	Ensembl	ENSDARG00000003193.9
E9QBR2	Ensembl	ENSDARG00000011613.10
E9QCZ0	Ensembl	ENSDARG00000079271.4
E9QI86	Ensembl	ENSDARG00000007449.10
U6BQV8	Ensembl	ENSDARG00000088022.4
A0A2R8PVA3	Ensembl	ENSDARG00000115272.1
A0A2R8PZ79	Ensembl	ENSDARG00000094832.3
A0A2R8Q802	Ensembl	ENSDARG00000079286.4
A0A2R8QDL9	Ensembl	ENSDARG00000115072.1
A0A2R8QDQ1	Ensembl	ENSDARG00000069006.8
A0A2R8QE21	Ensembl	ENSDARG00000109875.1
A0A2R8QH57	Ensembl	ENSDARG00000117002.1
A0A2R8QN50	Ensembl	ENSDARG00000110404.1
A0A2R8RHH6	Ensembl	ENSDARG00000107526.2
A0A2R8RHW2	Ensembl	ENSDARG00000113334.1
A0A2R8RIY1	Ensembl	ENSDARG00000115411.1
A0A2R8RXZ9	Ensembl	ENSDARG00000116499.1
A0A2R8RYG1	Ensembl	ENSDARG00000109783.1
A0A2R8S094	Ensembl	ENSDARG00000113081.1
A0A2R8S0A5	Ensembl	ENSDARG00000113966.1
A0A2R8Q001	Ensembl	ENSDARG00000104937.2
A0A2R8Q1B0	Ensembl	ENSDARG00000111601.1
A0A2R8QBH6	Ensembl	ENSDARG00000100556.2
A0A2R8QCJ9	Ensembl	ENSDARG00000101551.3
A0A2R8QCR7	Ensembl	ENSDARG00000098689.2
A0A2R8QDJ4	Ensembl	ENSDARG00000114578.1
A0A2R8QQZ1	Ensembl	ENSDARG00000110226.1
A0A2R8RR17	Ensembl	ENSDARG00000008880.11
E7FBT7	Ensembl	ENSDARG00000017606.9
X1WCN4	Ensembl	ENSDARG00000043643.7
X1WD07	Ensembl	ENSDARG00000096927.3
F8W5B5	Ensembl	ENSDARG00000061736.7
F8W5Z7	Ensembl	ENSDARG00000060410.7
F8W4C4	Ensembl	ENSDARG00000014517.12
E7F4T5	Ensembl	ENSDARG00000071596.9
E7FCT5	Ensembl	ENSDARG00000054537.6
E7FDK2	Ensembl	ENSDARG00000004753.11
E7FFB1	Ensembl	ENSDARG00000079610.5
F1Q5G6	Ensembl	ENSDARG00000019233.12
F1Q7Y0	Ensembl	ENSDARG00000037879.6
F1QAL8	Ensembl	ENSDARG00000070713.4
F1QM38	Ensembl	ENSDARG00000117011.1
F1R2I0	Ensembl	ENSDARG00000077852.5
F1R8S2	Ensembl	ENSDARG00000055543.8
F1R8Y2	Ensembl	ENSDARG00000057419.7
F1RAM4	Ensembl	ENSDARG00000046030.7
E7FD88	Ensembl	ENSDARG00000078643.6
F1Q8C8	Ensembl	ENSDARG00000076718.4
F1Q9X5	Ensembl	ENSDARG00000054949.3
F1QQP5	Ensembl	ENSDARG00000069383.6
F1QUY4	Ensembl	ENSDARG00000076017.5
F1QZF7	Ensembl	ENSDARG00000010194.13
F1QZT9	Ensembl	ENSDARG00000068761.3
F1R0H8	Ensembl	ENSDARG00000008487.12
F1R0V0	Ensembl	ENSDARG00000045483.6
F1R5P5	Ensembl	ENSDARG00000055986.7
F1RA68	Ensembl	ENSDARG00000095763.3
F1RAE2	Ensembl	ENSDARG00000076526.6
F1RDR0	Ensembl	ENSDARG00000115227.1
A0A140LG73	Ensembl	ENSDARG00000105344.2
A0A1D5NSY3	Ensembl	ENSDARG00000029170.10
A0A1Q1NMT5	Ensembl	ENSDARG00000024619.7
E9QE65	Ensembl	ENSDARG00000094366.3
E9QEC0	Ensembl	ENSDARG00000006615.11
E9QF34	Ensembl	ENSDARG00000053684.8
E9QF99	Ensembl	ENSDARG00000016439.10
E9QFC0	Ensembl	ENSDARG00000013830.11
E9QFK7	Ensembl	ENSDARG00000042555.9
E9QGI0	Ensembl	ENSDARG00000088560.5
F1Q6X7	Ensembl	ENSDARG00000052899.6
F1Q7K1	Ensembl	ENSDARG00000039392.11
F1Q931	Ensembl	ENSDARG00000061169.8
F1QDG9	Ensembl	ENSDARG00000009280.11
F1QFG5	Ensembl	ENSDARG00000042322.6
F1QKU5	Ensembl	ENSDARG00000044094.6
F1QTT5	Ensembl	ENSDARG00000009443.5
F1QWF0	Ensembl	ENSDARG00000067781.5
F1QY44	Ensembl	ENSDARG00000063032.7
F1R4Q4	Ensembl	ENSDARG00000061030.5
F1RB82	Ensembl	ENSDARG00000074808.5
A8DZG2	Ensembl	ENSDARG00000016783.8
B0S7F8	Ensembl	ENSDARG00000077665.5
F6NIX9	Ensembl	ENSDARG00000042337.4
Q1LV44	Ensembl	ENSDARG00000058346.6
I3IT29	Ensembl	ENSDARG00000091962.4
Q5RIJ7	Ensembl	ENSDARG00000008829.8
Q5VSI7	Ensembl	ENSDARG00000002877.12
G1K2U4	Ensembl	ENSDARG00000071491.6
Z4YHZ3	Ensembl	ENSDARG00000061963.6
F8W3U7	Ensembl	ENSDARG00000077582.7
F8W307	Ensembl	ENSDARG00000015273.13
A0A286Y8Q2	Ensembl	ENSDARG00000104497.3
A0A286YB30	Ensembl	ENSDARG00000069374.7
A0A286Y8W3	Ensembl	ENSDARG00000062020.9
A0A0G2L562	Ensembl	ENSDARG00000101189.2
H0WE68	Ensembl	ENSDARG00000103031.2
A0A0R4I9S6	Ensembl	ENSDARG00000103026.3
A0A0R4IC24	Ensembl	ENSDARG00000101830.2
A0A0R4ICG0	Ensembl	ENSDARG00000056885.8
A0A0R4IK12	Ensembl	ENSDARG00000063111.6
A0A0R4IXX5	Ensembl	ENSDARG00000070448.8
A0A0R4IFU4	Ensembl	ENSDARG00000103572.2
A0A0R4IHF0	Ensembl	ENSDARG00000078014.4
A0A0R4IHQ1	Ensembl	ENSDARG00000078386.5
A0A0R4IN41	Ensembl	ENSDARG00000104279.2
A0A0R4IP14	Ensembl	ENSDARG00000100807.2
A0A0R4IQE7	Ensembl	ENSDARG00000103725.2
A0A0R4IR44	Ensembl	ENSDARG00000115522.1
A0A0R4IVX0	Ensembl	ENSDARG00000113864.1
A0A0R4IWJ1	Ensembl	ENSDARG00000000086.12
A0A0R4IX19	Ensembl	ENSDARG00000098620.2
